time,direction,impulse,follow,price,fwd_5m,fwd_10m,fwd_5m_price,fwd_5m_time,fwd_5m_status,fwd_10m_price,fwd_10m_time,fwd_10m_status
2026-03-04 10:00:00,bullish,0.67,0.75,682.25,-0.6599999999999682,0.8600000000000136,681.59,2026-03-04 10:04:00,filled,683.11,2026-03-04 10:08:00,filled
2026-03-04 10:02:00,bullish,0.794,0.75,682.05,0.1299999999999954,1.1700000000000728,682.18,2026-03-04 10:06:00,filled,683.22,2026-03-04 10:10:00,filled
2026-03-04 10:04:00,bearish,1.353,0.5,681.59,1.5199999999999818,1.759999999999991,683.11,2026-03-04 10:08:00,filled,683.35,2026-03-04 10:12:00,filled
2026-03-04 10:06:00,bullish,1.401,0.75,682.18,1.0400000000000773,1.0600000000000591,683.22,2026-03-04 10:10:00,filled,683.24,2026-03-04 10:14:00,filled
2026-03-04 10:08:00,bullish,1.125,1.0,683.11,0.2400000000000091,0.55499999999995,683.35,2026-03-04 10:12:00,filled,683.665,2026-03-04 10:16:00,filled
2026-03-04 10:10:00,bullish,0.932,1.0,683.22,0.0199999999999818,0.7599999999999909,683.24,2026-03-04 10:14:00,filled,683.98,2026-03-04 10:18:00,filled
2026-03-04 10:12:00,bullish,0.863,0.75,683.35,0.3149999999999409,1.4599999999999227,683.665,2026-03-04 10:16:00,filled,684.81,2026-03-04 10:20:00,filled
2026-03-04 10:14:00,bullish,0.939,0.5,683.24,0.7400000000000091,2.0699999999999363,683.98,2026-03-04 10:18:00,filled,685.31,2026-03-04 10:22:00,filled
2026-03-04 10:16:00,bullish,0.859,0.75,683.665,1.1449999999999818,1.875,684.81,2026-03-04 10:20:00,filled,685.54,2026-03-04 10:24:00,filled
2026-03-04 10:18:00,bullish,0.92,1.0,683.98,1.3299999999999272,1.919999999999959,685.31,2026-03-04 10:22:00,filled,685.9,2026-03-04 10:26:00,filled
2026-03-04 10:20:00,bullish,0.808,1.0,684.81,0.7300000000000182,1.2300000000000182,685.54,2026-03-04 10:24:00,filled,686.04,2026-03-04 10:28:00,filled
2026-03-04 10:22:00,bullish,0.752,1.0,685.31,0.5900000000000318,0.4700000000000273,685.9,2026-03-04 10:26:00,filled,685.78,2026-03-04 10:30:00,filled
2026-03-04 10:24:00,bullish,0.715,1.0,685.54,0.5,0.3300000000000409,686.04,2026-03-04 10:28:00,filled,685.87,2026-03-04 10:32:00,filled
2026-03-04 10:26:00,bullish,0.865,0.75,685.9,-0.1200000000000045,-0.5199999999999818,685.78,2026-03-04 10:30:00,filled,685.38,2026-03-04 10:34:00,filled
2026-03-04 10:28:00,bullish,0.955,0.75,686.04,-0.169999999999959,-0.9499999999999318,685.87,2026-03-04 10:32:00,filled,685.09,2026-03-04 10:36:00,filled
2026-03-04 10:30:00,bearish,0.892,0.25,685.78,-0.3999999999999772,-0.7899999999999636,685.38,2026-03-04 10:34:00,filled,684.99,2026-03-04 10:38:00,filled
2026-03-04 10:32:00,bearish,0.693,0.5,685.87,-0.7799999999999727,-1.2999999999999543,685.09,2026-03-04 10:36:00,filled,684.57,2026-03-04 10:40:00,filled
2026-03-04 10:34:00,bearish,0.831,0.75,685.38,-0.3899999999999863,-0.8400000000000318,684.99,2026-03-04 10:38:00,filled,684.54,2026-03-04 10:42:00,filled
2026-03-04 10:36:00,bearish,0.731,1.0,685.09,-0.5199999999999818,-0.6200000000000045,684.57,2026-03-04 10:40:00,filled,684.47,2026-03-04 10:44:00,filled
2026-03-04 10:38:00,bearish,0.839,0.75,684.99,-0.4500000000000455,-0.7999999999999545,684.54,2026-03-04 10:42:00,filled,684.19,2026-03-04 10:46:00,filled
2026-03-04 10:40:00,bearish,0.993,0.75,684.57,-0.1000000000000227,-0.2100000000000363,684.47,2026-03-04 10:44:00,filled,684.36,2026-03-04 10:48:00,filled
2026-03-04 10:42:00,bearish,1.134,1.0,684.54,-0.349999999999909,0.3000000000000682,684.19,2026-03-04 10:46:00,filled,684.84,2026-03-04 10:50:00,filled
2026-03-04 10:44:00,bearish,0.95,1.0,684.47,-0.1100000000000136,-0.3700000000000045,684.36,2026-03-04 10:48:00,filled,684.1,2026-03-04 10:52:00,filled
2026-03-04 10:46:00,bearish,0.937,0.75,684.19,0.6499999999999773,0.7799999999999727,684.84,2026-03-04 10:50:00,filled,684.97,2026-03-04 10:54:00,filled
2026-03-04 10:48:00,bearish,0.996,0.5,684.36,-0.2599999999999909,0.9499999999999318,684.1,2026-03-04 10:52:00,filled,685.31,2026-03-04 10:56:00,filled
2026-03-04 10:50:00,bullish,1.143,0.75,684.84,0.1299999999999954,0.9900000000000092,684.97,2026-03-04 10:54:00,filled,685.83,2026-03-04 10:58:00,filled
2026-03-04 10:52:00,bearish,1.205,0.25,684.1,1.2099999999999227,1.9700000000000275,685.31,2026-03-04 10:56:00,filled,686.07,2026-03-04 11:00:00,filled
2026-03-04 10:54:00,bullish,1.227,0.75,684.97,0.8600000000000136,1.3199999999999363,685.83,2026-03-04 10:58:00,filled,686.29,2026-03-04 11:02:00,filled
2026-03-04 10:56:00,bullish,1.314,1.0,685.31,0.7600000000001046,0.910000000000082,686.07,2026-03-04 11:00:00,filled,686.22,2026-03-04 11:04:00,filled
2026-03-04 10:58:00,bullish,0.912,1.0,685.83,0.4599999999999227,0.2299999999999045,686.29,2026-03-04 11:02:00,filled,686.06,2026-03-04 11:06:00,filled
2026-03-04 11:00:00,bullish,0.695,0.75,686.07,0.1499999999999772,-0.3700000000000045,686.22,2026-03-04 11:04:00,filled,685.7,2026-03-04 11:08:00,filled
2026-03-04 11:02:00,bullish,0.727,0.75,686.29,-0.2300000000000182,-1.0349999999999682,686.06,2026-03-04 11:06:00,filled,685.255,2026-03-04 11:10:00,filled
2026-03-04 11:04:00,bullish,0.822,0.75,686.22,-0.5199999999999818,-1.6399999999999864,685.7,2026-03-04 11:08:00,filled,684.58,2026-03-04 11:12:00,filled
2026-03-04 11:06:00,bearish,1.02,0.5,686.06,-0.80499999999995,-1.5199999999999818,685.255,2026-03-04 11:10:00,filled,684.54,2026-03-04 11:14:00,filled
2026-03-04 11:08:00,bearish,0.897,0.75,685.7,-1.1200000000000043,-0.7200000000000273,684.58,2026-03-04 11:12:00,filled,684.98,2026-03-04 11:16:00,filled
2026-03-04 11:10:00,bearish,0.791,1.0,685.255,-0.7150000000000318,-0.7250000000000227,684.54,2026-03-04 11:14:00,filled,684.53,2026-03-04 11:18:00,filled
2026-03-04 11:12:00,bearish,0.902,1.0,684.58,0.3999999999999772,0.2199999999999136,684.98,2026-03-04 11:16:00,filled,684.8,2026-03-04 11:20:00,filled
2026-03-04 11:14:00,bearish,1.001,0.75,684.54,-0.0099999999999909,-0.0299999999999727,684.53,2026-03-04 11:18:00,filled,684.51,2026-03-04 11:22:00,filled
2026-03-04 11:16:00,bullish,0.953,0.75,684.98,-0.1800000000000636,-0.5,684.8,2026-03-04 11:20:00,filled,684.48,2026-03-04 11:24:00,filled
2026-03-04 11:18:00,bearish,0.936,0.25,684.53,-0.0199999999999818,0.5299999999999727,684.51,2026-03-04 11:22:00,filled,685.06,2026-03-04 11:26:00,filled
2026-03-04 11:20:00,bearish,1.09,0.25,684.8,-0.3199999999999363,0.4300000000000636,684.48,2026-03-04 11:24:00,filled,685.23,2026-03-04 11:28:00,filled
2026-03-04 11:22:00,bearish,1.108,0.5,684.51,0.5499999999999545,0.7200000000000273,685.06,2026-03-04 11:26:00,filled,685.23,2026-03-04 11:30:00,filled
2026-03-04 11:24:00,bearish,0.944,0.75,684.48,0.75,0.9900000000000092,685.23,2026-03-04 11:28:00,filled,685.47,2026-03-04 11:32:00,filled
2026-03-04 11:26:00,bullish,0.975,0.75,685.06,0.1700000000000727,0.4800000000000182,685.23,2026-03-04 11:30:00,filled,685.54,2026-03-04 11:34:00,filled
2026-03-04 11:28:00,bullish,1.238,0.75,685.23,0.2400000000000091,0.5199999999999818,685.47,2026-03-04 11:32:00,filled,685.75,2026-03-04 11:36:00,filled
2026-03-04 11:30:00,bullish,0.913,0.5,685.23,0.3099999999999454,0.169999999999959,685.54,2026-03-04 11:34:00,filled,685.4,2026-03-04 11:38:00,filled
2026-03-04 11:32:00,bullish,0.839,0.75,685.47,0.2799999999999727,0.169999999999959,685.75,2026-03-04 11:36:00,filled,685.64,2026-03-04 11:40:00,filled
2026-03-04 11:34:00,bullish,0.712,0.75,685.54,-0.1399999999999863,0.5300000000000864,685.4,2026-03-04 11:38:00,filled,686.07,2026-03-04 11:42:00,filled
2026-03-04 11:36:00,bullish,0.92,0.5,685.75,-0.1100000000000136,0.3799999999999954,685.64,2026-03-04 11:40:00,filled,686.13,2026-03-04 11:44:00,filled
2026-03-04 11:38:00,bearish,1.22,0.5,685.4,0.6700000000000728,0.9600000000000364,686.07,2026-03-04 11:42:00,filled,686.36,2026-03-04 11:46:00,filled
2026-03-04 11:40:00,bearish,1.408,0.5,685.64,0.4900000000000091,0.4600000000000364,686.13,2026-03-04 11:44:00,filled,686.1,2026-03-04 11:48:00,filled
2026-03-04 11:42:00,bullish,1.303,0.75,686.07,0.2899999999999636,-0.4000000000000909,686.36,2026-03-04 11:46:00,filled,685.67,2026-03-04 11:50:00,filled
2026-03-04 11:44:00,bullish,0.952,1.0,686.13,-0.0299999999999727,-0.1200000000000045,686.1,2026-03-04 11:48:00,filled,686.01,2026-03-04 11:52:00,filled
2026-03-04 11:46:00,bullish,0.616,1.0,686.36,-0.6900000000000546,-0.2899999999999636,685.67,2026-03-04 11:50:00,filled,686.07,2026-03-04 11:54:00,filled
2026-03-04 11:48:00,bearish,0.738,0.5,686.1,-0.0900000000000318,-0.1700000000000727,686.01,2026-03-04 11:52:00,filled,685.93,2026-03-04 11:56:00,filled
2026-03-04 11:50:00,bearish,0.821,0.75,685.67,0.4000000000000909,0.1700000000000727,686.07,2026-03-04 11:54:00,filled,685.84,2026-03-04 11:58:00,filled
2026-03-04 11:52:00,bearish,0.893,0.5,686.01,-0.0800000000000409,-0.2200000000000272,685.93,2026-03-04 11:56:00,filled,685.79,2026-03-04 12:00:00,filled
2026-03-04 11:54:00,bullish,0.845,0.5,686.07,-0.2300000000000182,0.0399999999999636,685.84,2026-03-04 11:58:00,filled,686.11,2026-03-04 12:02:00,filled
2026-03-04 11:56:00,bearish,0.749,0.5,685.93,-0.1399999999999863,0.3500000000000227,685.79,2026-03-04 12:00:00,filled,686.28,2026-03-04 12:04:00,filled
2026-03-04 11:58:00,bearish,0.651,0.5,685.84,0.2699999999999818,0.3299999999999272,686.11,2026-03-04 12:02:00,filled,686.17,2026-03-04 12:06:00,filled
2026-03-04 12:00:00,bearish,0.663,0.75,685.79,0.4900000000000091,0.2400000000000091,686.28,2026-03-04 12:04:00,filled,686.03,2026-03-04 12:08:00,filled
2026-03-04 12:02:00,bullish,0.662,0.5,686.11,0.0599999999999454,0.0900000000000318,686.17,2026-03-04 12:06:00,filled,686.2,2026-03-04 12:10:00,filled
2026-03-04 12:04:00,bullish,0.729,1.0,686.28,-0.25,-0.1499999999999772,686.03,2026-03-04 12:08:00,filled,686.13,2026-03-04 12:12:00,filled
2026-03-04 12:06:00,bullish,0.599,0.5,686.17,0.0300000000000864,-0.1399999999999863,686.2,2026-03-04 12:10:00,filled,686.03,2026-03-04 12:14:00,filled
2026-03-04 12:08:00,bearish,0.647,0.75,686.03,0.1000000000000227,0.0500000000000682,686.13,2026-03-04 12:12:00,filled,686.08,2026-03-04 12:16:00,filled
2026-03-04 12:10:00,bullish,0.905,0.75,686.2,-0.1700000000000727,-0.3500000000000227,686.03,2026-03-04 12:14:00,filled,685.85,2026-03-04 12:18:00,filled
2026-03-04 12:12:00,bullish,1.033,0.75,686.13,-0.0499999999999545,-0.2999999999999545,686.08,2026-03-04 12:16:00,filled,685.83,2026-03-04 12:20:00,filled
2026-03-04 12:14:00,bearish,0.828,0.75,686.03,-0.1799999999999499,-0.5799999999999272,685.85,2026-03-04 12:18:00,filled,685.45,2026-03-04 12:22:00,filled
2026-03-04 12:16:00,bearish,0.807,0.75,686.08,-0.25,-0.2800000000000864,685.83,2026-03-04 12:20:00,filled,685.8,2026-03-04 12:24:00,filled
2026-03-04 12:18:00,bearish,0.868,0.75,685.85,-0.3999999999999772,0.0900000000000318,685.45,2026-03-04 12:22:00,filled,685.94,2026-03-04 12:26:00,filled
2026-03-04 12:20:00,bearish,0.937,0.75,685.83,-0.0300000000000864,-0.25,685.8,2026-03-04 12:24:00,filled,685.58,2026-03-04 12:28:00,filled
2026-03-04 12:22:00,bearish,1.156,0.75,685.45,0.4900000000000091,-0.3700000000000045,685.94,2026-03-04 12:26:00,filled,685.08,2026-03-04 12:30:00,filled
2026-03-04 12:24:00,bearish,1.321,0.5,685.8,-0.2199999999999136,-1.089999999999918,685.58,2026-03-04 12:28:00,filled,684.71,2026-03-04 12:32:00,filled
2026-03-04 12:26:00,bullish,1.203,1.0,685.94,-0.8600000000000136,-0.4700000000000273,685.08,2026-03-04 12:30:00,filled,685.47,2026-03-04 12:34:00,filled
2026-03-04 12:28:00,bearish,1.225,0.25,685.58,-0.8700000000000045,0.25,684.71,2026-03-04 12:32:00,filled,685.83,2026-03-04 12:36:00,filled
2026-03-04 12:30:00,bearish,1.267,0.75,685.08,0.3899999999999863,0.5699999999999363,685.47,2026-03-04 12:34:00,filled,685.65,2026-03-04 12:38:00,filled
2026-03-04 12:32:00,bearish,1.352,1.0,684.71,1.1200000000000043,1.4499999999999318,685.83,2026-03-04 12:36:00,filled,686.16,2026-03-04 12:40:00,filled
2026-03-04 12:34:00,bullish,1.81,0.5,685.47,0.1799999999999499,0.2799999999999727,685.65,2026-03-04 12:38:00,filled,685.75,2026-03-04 12:42:00,filled
2026-03-04 12:36:00,bullish,1.457,1.0,685.83,0.3299999999999272,-0.0200000000000954,686.16,2026-03-04 12:40:00,filled,685.81,2026-03-04 12:44:00,filled
2026-03-04 12:38:00,bullish,0.984,0.75,685.65,0.1000000000000227,0.3300000000000409,685.75,2026-03-04 12:42:00,filled,685.98,2026-03-04 12:46:00,filled
2026-03-04 12:40:00,bullish,1.069,0.75,686.16,-0.3500000000000227,-0.1399999999999863,685.81,2026-03-04 12:44:00,filled,686.02,2026-03-04 12:48:00,filled
2026-03-04 12:42:00,bullish,1.097,0.5,685.75,0.2300000000000182,0.1499999999999772,685.98,2026-03-04 12:46:00,filled,685.9,2026-03-04 12:50:00,filled
2026-03-04 12:44:00,bearish,0.74,0.75,685.81,0.2100000000000363,0.1100000000000136,686.02,2026-03-04 12:48:00,filled,685.92,2026-03-04 12:52:00,filled
2026-03-04 12:46:00,bullish,0.756,0.75,685.98,-0.0800000000000409,0.3199999999999363,685.9,2026-03-04 12:50:00,filled,686.3,2026-03-04 12:54:00,filled
2026-03-04 12:48:00,bullish,0.554,0.75,686.02,-0.1000000000000227,0.0,685.92,2026-03-04 12:52:00,filled,686.02,2026-03-04 12:56:00,filled
2026-03-04 12:50:00,bearish,0.556,0.75,685.9,0.3999999999999772,0.5199999999999818,686.3,2026-03-04 12:54:00,filled,686.42,2026-03-04 12:58:00,filled
2026-03-04 12:52:00,bearish,0.581,0.5,685.92,0.1000000000000227,0.4900000000000091,686.02,2026-03-04 12:56:00,filled,686.41,2026-03-04 13:00:00,filled
2026-03-04 12:54:00,bullish,0.973,0.75,686.3,0.1200000000000045,-0.0699999999999363,686.42,2026-03-04 12:58:00,filled,686.23,2026-03-04 13:02:00,filled
2026-03-04 12:56:00,bullish,1.015,0.25,686.02,0.3899999999999863,-0.0299999999999727,686.41,2026-03-04 13:00:00,filled,685.99,2026-03-04 13:04:00,filled
2026-03-04 12:58:00,bullish,0.921,0.25,686.42,-0.1899999999999408,-0.5199999999999818,686.23,2026-03-04 13:02:00,filled,685.9,2026-03-04 13:06:00,filled
2026-03-04 13:00:00,bullish,1.023,0.5,686.41,-0.4199999999999591,-0.1000000000000227,685.99,2026-03-04 13:04:00,filled,686.31,2026-03-04 13:08:00,filled
2026-03-04 13:02:00,bearish,1.054,0.75,686.23,-0.3300000000000409,-0.0199999999999818,685.9,2026-03-04 13:06:00,filled,686.21,2026-03-04 13:10:00,filled
2026-03-04 13:04:00,bearish,0.892,1.0,685.99,0.3199999999999363,0.2799999999999727,686.31,2026-03-04 13:08:00,filled,686.27,2026-03-04 13:12:00,filled
2026-03-04 13:06:00,bearish,0.95,0.75,685.9,0.3100000000000591,0.0400000000000773,686.21,2026-03-04 13:10:00,filled,685.94,2026-03-04 13:14:00,filled
2026-03-04 13:08:00,bullish,1.362,0.5,686.31,-0.0399999999999636,-0.3799999999999954,686.27,2026-03-04 13:12:00,filled,685.93,2026-03-04 13:16:00,filled
2026-03-04 13:10:00,bullish,1.09,0.25,686.21,-0.2699999999999818,-0.4600000000000364,685.94,2026-03-04 13:14:00,filled,685.75,2026-03-04 13:18:00,filled
2026-03-04 13:12:00,bearish,0.621,0.75,686.27,-0.3400000000000318,-0.7300000000000182,685.93,2026-03-04 13:16:00,filled,685.54,2026-03-04 13:20:00,filled
2026-03-04 13:14:00,bearish,0.919,0.75,685.94,-0.1900000000000545,-0.2650000000001,685.75,2026-03-04 13:18:00,filled,685.675,2026-03-04 13:22:00,filled
2026-03-04 13:16:00,bearish,0.965,0.75,685.93,-0.3899999999999863,-0.3199999999999363,685.54,2026-03-04 13:20:00,filled,685.61,2026-03-04 13:24:00,filled
2026-03-04 13:18:00,bearish,0.994,0.75,685.75,-0.0750000000000454,0.1399999999999863,685.675,2026-03-04 13:22:00,filled,685.89,2026-03-04 13:26:00,filled
2026-03-04 13:20:00,bearish,0.996,1.0,685.54,0.07000000000005,0.4700000000000273,685.61,2026-03-04 13:24:00,filled,686.01,2026-03-04 13:28:00,filled
2026-03-04 13:22:00,bearish,0.97,0.75,685.675,0.2150000000000318,0.775000000000091,685.89,2026-03-04 13:26:00,filled,686.45,2026-03-04 13:30:00,filled
2026-03-04 13:24:00,bullish,1.142,0.5,685.61,0.3999999999999772,0.9900000000000092,686.01,2026-03-04 13:28:00,filled,686.6,2026-03-04 13:32:00,filled
2026-03-04 13:26:00,bullish,0.999,0.5,685.89,0.5600000000000591,0.4300000000000636,686.45,2026-03-04 13:30:00,filled,686.32,2026-03-04 13:34:00,filled
2026-03-04 13:28:00,bullish,1.057,0.5,686.01,0.5900000000000318,0.5,686.6,2026-03-04 13:32:00,filled,686.51,2026-03-04 13:36:00,filled
2026-03-04 13:30:00,bullish,1.07,0.75,686.45,-0.1299999999999954,0.0799999999999272,686.32,2026-03-04 13:34:00,filled,686.53,2026-03-04 13:38:00,filled
2026-03-04 13:32:00,bullish,0.971,0.75,686.6,-0.0900000000000318,-0.0400000000000773,686.51,2026-03-04 13:36:00,filled,686.56,2026-03-04 13:40:00,filled
2026-03-04 13:34:00,bearish,1.125,0.75,686.32,0.2099999999999227,0.349999999999909,686.53,2026-03-04 13:38:00,filled,686.67,2026-03-04 13:42:00,filled
2026-03-04 13:36:00,bearish,1.024,0.75,686.51,0.0499999999999545,0.0199999999999818,686.56,2026-03-04 13:40:00,filled,686.53,2026-03-04 13:44:00,filled
2026-03-04 13:38:00,bullish,0.892,0.5,686.53,0.1399999999999863,-0.1100000000000136,686.67,2026-03-04 13:42:00,filled,686.42,2026-03-04 13:46:00,filled
2026-03-04 13:40:00,bullish,0.805,0.5,686.56,-0.0299999999999727,-0.0599999999999454,686.53,2026-03-04 13:44:00,filled,686.5,2026-03-04 13:48:00,filled
2026-03-04 13:42:00,bullish,0.824,0.5,686.67,-0.25,0.1500000000000909,686.42,2026-03-04 13:46:00,filled,686.82,2026-03-04 13:50:00,filled
2026-03-04 13:44:00,bearish,0.792,0.5,686.53,-0.0299999999999727,0.2400000000000091,686.5,2026-03-04 13:48:00,filled,686.77,2026-03-04 13:52:00,filled
2026-03-04 13:46:00,bearish,0.846,0.5,686.42,0.4000000000000909,0.2000000000000454,686.82,2026-03-04 13:50:00,filled,686.62,2026-03-04 13:54:00,filled
2026-03-04 13:48:00,bearish,1.018,0.25,686.5,0.2699999999999818,-0.1399999999999863,686.77,2026-03-04 13:52:00,filled,686.36,2026-03-04 13:56:00,filled
2026-03-04 13:50:00,bullish,1.3,1.0,686.82,-0.2000000000000454,-0.5400000000000773,686.62,2026-03-04 13:54:00,filled,686.28,2026-03-04 13:58:00,filled
2026-03-04 13:52:00,bullish,0.956,0.5,686.77,-0.4099999999999681,-0.3199999999999363,686.36,2026-03-04 13:56:00,filled,686.45,2026-03-04 14:00:00,filled
2026-03-04 13:54:00,bearish,0.632,0.5,686.62,-0.3400000000000318,0.1599999999999681,686.28,2026-03-04 13:58:00,filled,686.78,2026-03-04 14:02:00,filled
2026-03-04 13:56:00,bearish,0.798,0.75,686.36,0.0900000000000318,0.4600000000000364,686.45,2026-03-04 14:00:00,filled,686.82,2026-03-04 14:04:00,filled
2026-03-04 13:58:00,bearish,0.853,1.0,686.28,0.5,0.3999999999999772,686.78,2026-03-04 14:02:00,filled,686.68,2026-03-04 14:06:00,filled
2026-03-04 14:00:00,bullish,1.106,0.25,686.45,0.3700000000000045,0.3199999999999363,686.82,2026-03-04 14:04:00,filled,686.77,2026-03-04 14:08:00,filled
2026-03-04 14:02:00,bullish,1.27,0.75,686.78,-0.1000000000000227,-0.0699999999999363,686.68,2026-03-04 14:06:00,filled,686.71,2026-03-04 14:10:00,filled
2026-03-04 14:04:00,bullish,0.905,0.75,686.82,-0.0500000000000682,0.0,686.77,2026-03-04 14:08:00,filled,686.82,2026-03-04 14:12:00,filled
2026-03-04 14:06:00,bearish,0.634,0.5,686.68,0.0300000000000864,0.1400000000001,686.71,2026-03-04 14:10:00,filled,686.82,2026-03-04 14:14:00,filled
2026-03-04 14:08:00,bearish,0.673,0.5,686.77,0.0500000000000682,0.0600000000000591,686.82,2026-03-04 14:12:00,filled,686.83,2026-03-04 14:16:00,filled
2026-03-04 14:10:00,bullish,0.697,0.25,686.71,0.1100000000000136,0.169999999999959,686.82,2026-03-04 14:14:00,filled,686.88,2026-03-04 14:18:00,filled
2026-03-04 14:12:00,bullish,0.545,0.5,686.82,0.0099999999999909,-0.0900000000000318,686.83,2026-03-04 14:16:00,filled,686.73,2026-03-04 14:20:00,filled
2026-03-04 14:14:00,bullish,0.759,0.75,686.82,0.0599999999999454,-0.1700000000000727,686.88,2026-03-04 14:18:00,filled,686.65,2026-03-04 14:22:00,filled
2026-03-04 14:16:00,bullish,0.824,0.5,686.83,-0.1000000000000227,0.0099999999999909,686.73,2026-03-04 14:20:00,filled,686.84,2026-03-04 14:24:00,filled
2026-03-04 14:18:00,bullish,0.782,0.5,686.88,-0.2300000000000182,-0.3799999999999954,686.65,2026-03-04 14:22:00,filled,686.5,2026-03-04 14:26:00,filled
2026-03-04 14:20:00,bearish,0.893,0.75,686.73,0.1100000000000136,-0.0600000000000591,686.84,2026-03-04 14:24:00,filled,686.67,2026-03-04 14:28:00,filled
2026-03-04 14:22:00,bearish,0.67,0.75,686.65,-0.1499999999999772,0.0099999999999909,686.5,2026-03-04 14:26:00,filled,686.66,2026-03-04 14:30:00,filled
2026-03-04 14:24:00,bullish,0.783,0.75,686.84,-0.1700000000000727,-0.1800000000000636,686.67,2026-03-04 14:28:00,filled,686.66,2026-03-04 14:32:00,filled
2026-03-04 14:26:00,bearish,1.067,0.5,686.5,0.1599999999999681,0.0099999999999909,686.66,2026-03-04 14:30:00,filled,686.51,2026-03-04 14:34:00,filled
2026-03-04 14:28:00,bearish,1.153,0.5,686.67,-0.0099999999999909,-0.0499999999999545,686.66,2026-03-04 14:32:00,filled,686.62,2026-03-04 14:36:00,filled
2026-03-04 14:30:00,bullish,1.208,0.75,686.66,-0.1499999999999772,0.0,686.51,2026-03-04 14:34:00,filled,686.66,2026-03-04 14:38:00,filled
2026-03-04 14:32:00,bearish,1.017,0.5,686.66,-0.0399999999999636,0.1299999999999954,686.62,2026-03-04 14:36:00,filled,686.79,2026-03-04 14:40:00,filled
2026-03-04 14:34:00,bearish,1.144,0.75,686.51,0.1499999999999772,0.32000000000005,686.66,2026-03-04 14:38:00,filled,686.83,2026-03-04 14:42:00,filled
2026-03-04 14:36:00,bearish,1.252,0.75,686.62,0.169999999999959,0.0599999999999454,686.79,2026-03-04 14:40:00,filled,686.68,2026-03-04 14:44:00,filled
2026-03-04 14:38:00,bullish,1.154,0.5,686.66,0.1700000000000727,0.0300000000000864,686.83,2026-03-04 14:42:00,filled,686.69,2026-03-04 14:46:00,filled
2026-03-04 14:40:00,bullish,1.111,0.5,686.79,-0.1100000000000136,0.0,686.68,2026-03-04 14:44:00,filled,686.79,2026-03-04 14:48:00,filled
2026-03-04 14:42:00,bullish,0.877,0.75,686.83,-0.1399999999999863,0.1200000000000045,686.69,2026-03-04 14:46:00,filled,686.95,2026-03-04 14:50:00,filled
2026-03-04 14:44:00,bearish,1.086,0.25,686.68,0.1100000000000136,0.3300000000000409,686.79,2026-03-04 14:48:00,filled,687.01,2026-03-04 14:52:00,filled
2026-03-04 14:46:00,bearish,1.232,0.5,686.69,0.2599999999999909,0.3099999999999454,686.95,2026-03-04 14:50:00,filled,687.0,2026-03-04 14:54:00,filled
2026-03-04 14:48:00,bullish,1.081,0.5,686.79,0.2200000000000272,0.0,687.01,2026-03-04 14:52:00,filled,686.79,2026-03-04 14:56:00,filled
2026-03-04 14:50:00,bullish,1.132,0.75,686.95,0.0499999999999545,-0.1100000000000136,687.0,2026-03-04 14:54:00,filled,686.84,2026-03-04 14:58:00,filled
2026-03-04 14:52:00,bullish,0.997,1.0,687.01,-0.2200000000000272,-0.3199999999999363,686.79,2026-03-04 14:56:00,filled,686.69,2026-03-04 15:00:00,filled
2026-03-04 14:54:00,bullish,0.832,0.75,687.0,-0.1599999999999681,-0.0900000000000318,686.84,2026-03-04 14:58:00,filled,686.91,2026-03-04 15:02:00,filled
2026-03-04 14:56:00,bearish,0.752,0.75,686.79,-0.099999999999909,0.1200000000000045,686.69,2026-03-04 15:00:00,filled,686.91,2026-03-04 15:04:00,filled
2026-03-04 14:58:00,bearish,0.706,0.5,686.84,0.0699999999999363,-0.1100000000000136,686.91,2026-03-04 15:02:00,filled,686.73,2026-03-04 15:06:00,filled
2026-03-04 15:00:00,bearish,0.946,0.5,686.69,0.2199999999999136,-0.3000000000000682,686.91,2026-03-04 15:04:00,filled,686.39,2026-03-04 15:08:00,filled
2026-03-04 15:02:00,bullish,1.213,0.25,686.91,-0.1799999999999499,-0.67999999999995,686.73,2026-03-04 15:06:00,filled,686.23,2026-03-04 15:10:00,filled
2026-03-04 15:04:00,bullish,1.151,0.5,686.91,-0.5199999999999818,-0.6499999999999773,686.39,2026-03-04 15:08:00,filled,686.26,2026-03-04 15:12:00,filled
2026-03-04 15:06:00,bearish,0.846,0.75,686.73,-0.5,-0.6599999999999682,686.23,2026-03-04 15:10:00,filled,686.07,2026-03-04 15:15:00,filled
2026-03-04 15:08:00,bearish,1.084,1.0,686.39,-0.1299999999999954,-0.2799999999999727,686.26,2026-03-04 15:12:00,filled,686.11,2026-03-04 15:17:00,filled
2026-03-04 15:10:00,bearish,1.361,0.75,686.23,-0.1599999999999681,-0.2400000000000091,686.07,2026-03-04 15:15:00,filled,685.99,2026-03-04 15:18:00,filled
2026-03-04 15:12:00,bearish,1.015,0.5,686.26,-0.1899999999999408,-0.7000000000000455,686.07,2026-03-04 15:15:00,filled,685.56,2026-03-04 15:21:00,filled
2026-03-04 15:15:00,bearish,0.977,0.5,686.07,-0.0800000000000409,-0.3700000000000045,685.99,2026-03-04 15:18:00,filled,685.7,2026-03-04 15:23:00,filled
2026-03-04 15:17:00,bearish,1.188,0.5,686.11,-0.5500000000000682,-0.169999999999959,685.56,2026-03-04 15:21:00,filled,685.94,2026-03-04 15:25:00,filled
